n	pca1	pca2
1125	99.6093	0.390688
1126	98.8591	1.14087
1127	98.8946	1.10541
1128	99.4497	0.550283
1129	98.802	1.19804
1130	99.7735	0.226491
1131	98.6693	1.33067
1132	99.9374	0.0626471
1133	99.9561	0.0439319
1134	98.5215	1.47849
1135	98.1932	1.80683
1136	98.4337	1.56626
1137	98.999	1.00102
1138	99.803	0.196956
1139	99.7478	0.252192
1140	99.7049	0.295083
1141	99.3398	0.660165
1142	99.8437	0.156267
1143	99.6415	0.358452
1144	99.9165	0.083522
1145	99.9511	0.0489241
1146	99.982	0.0180114
1147	99.832	0.16796
1148	99.6844	0.315551
1149	99.1967	0.80333
1150	99.8308	0.169249
1151	99.6751	0.324912
1152	98.7602	1.23978
1153	99.8508	0.1492
1154	99.8799	0.120132
1155	99.8131	0.186923
1156	99.8083	0.191653
1157	99.7953	0.204687
1158	99.8396	0.160375
1159	99.9183	0.0817228
1160	99.9562	0.043813
1161	99.9669	0.0331454
1162	99.9621	0.0379033
1163	99.1334	0.866608
1164	99.9036	0.096387
1165	99.9757	0.0243119
1166	99.9627	0.037259
1167	99.963	0.0370391
1168	99.9486	0.051358
1169	99.7495	0.250466
1170	99.6499	0.350142
1171	99.716	0.283958
1172	99.6259	0.374095
1173	99.3551	0.64493
1174	98.0829	1.9171
1175	99.6601	0.33993
1176	99.4558	0.544241
1177	99.8878	0.112174
1178	99.8165	0.183483
1179	98.2693	1.73069
1180	97.7194	2.28057
1181	99.8692	0.130787
1182	99.8347	0.165312
1183	99.8537	0.146301
1184	99.5722	0.427822
1185	99.9199	0.0801436
1186	99.9021	0.0979341
1187	99.9016	0.0983804
1188	99.7396	0.26041
1189	99.4517	0.548288
1190	99.8968	0.10319
1191	99.8894	0.110581
1192	99.8627	0.137297
1193	99.8872	0.112758
1194	99.7584	0.24158
1195	99.8402	0.159826
1196	99.9237	0.0762621
1197	99.8964	0.103572
1198	99.8547	0.14534
1199	99.9232	0.0767583
1200	99.7074	0.292649
1201	99.9262	0.073751
1202	99.9079	0.0920979
1203	99.9129	0.0870684
1204	99.6427	0.357258
1205	99.8611	0.138905
1206	99.8293	0.170666
1207	99.951	0.0489704
1208	99.7737	0.226337
1209	99.7889	0.211074
1210	99.9257	0.0742712
1211	99.8473	0.152744
1212	99.9218	0.078153
1213	99.7789	0.221115
1214	99.7726	0.227441
1215	99.8975	0.102516
1216	99.9708	0.0291843
1217	99.8642	0.135783
1218	99.9504	0.0496305
1219	99.9134	0.0866126
1220	99.9428	0.0572161
1221	99.9055	0.0944501
1222	99.9352	0.0647521
1223	99.9459	0.054058
1224	99.9609	0.0391128
1225	99.6863	0.313714
1226	99.8591	0.140935
1227	99.9044	0.0955599
1228	99.9311	0.0689352
1229	99.9504	0.049605
1230	99.9288	0.0712406
1231	99.8696	0.130361
1232	99.6072	0.392849
1233	99.8944	0.105591
1234	99.9713	0.0287494
1235	99.9084	0.0916242
1236	99.9005	0.0994831
1237	99.9246	0.0753527
1238	99.8385	0.16154
1239	99.8025	0.197485
1240	99.9486	0.0514378
1241	99.8734	0.126567
1242	99.9147	0.0853027
1243	99.9404	0.0595599
1244	99.9037	0.0962665
1245	99.9518	0.0481637
1246	99.9639	0.0360924
1247	99.8927	0.107279
1248	99.9584	0.0415531
1249	99.9535	0.0464514
1250	99.9082	0.091783
1251	99.9275	0.0725011
1252	99.8551	0.144907
1253	99.7729	0.227063
1254	99.1876	0.812441
1255	99.5026	0.497435
1256	99.9572	0.0427661
1257	99.9332	0.066796
1258	99.9151	0.0848935
1259	99.9516	0.0483967
1260	99.8752	0.124781
1261	99.9247	0.0752925
1262	99.9464	0.0536341
1263	99.7761	0.223936
1264	99.9523	0.0476594
1265	99.7739	0.226132
1266	99.9236	0.0763705
1267	99.9112	0.088752
1268	99.9378	0.0622457
1269	99.9452	0.0547947
1270	99.9534	0.0466308
1271	99.9242	0.0757858
1272	99.9378	0.0622379
1273	99.9109	0.0890654
1274	99.8801	0.119852
1275	99.8807	0.119288
1276	99.8699	0.130083
1277	99.8917	0.108257
1278	99.9506	0.0493807
1279	99.9523	0.0476524
1280	99.9481	0.0519299
1281	99.9533	0.0466772
1282	99.9608	0.0392388
1283	99.9615	0.0385432
1284	99.8983	0.101683
1285	99.9565	0.043489
1286	99.9384	0.0615735
1287	99.8893	0.110743
1288	99.924	0.0759809
1289	99.9084	0.0915999
1290	99.905	0.0950168
1291	99.8523	0.147682
1292	99.887	0.112986
1293	99.8574	0.142576
1294	99.4751	0.52488
1295	99.895	0.104955
1296	99.8633	0.136708
1297	99.3275	0.672524
1298	99.0566	0.943407
1299	99.7809	0.219093
1300	99.9561	0.043899
1301	99.81	0.190042
1302	99.9174	0.0825953
1303	99.9318	0.0681753
1304	99.617	0.383008
1305	99.6561	0.343889
1306	99.7235	0.276462
1307	99.688	0.311997
1308	99.9768	0.0231786
1309	99.6168	0.383205
1310	99.6101	0.389932
1311	99.6649	0.335136
1312	99.8665	0.133465
1313	99.9679	0.0321189
1314	99.8705	0.129531
1315	99.8878	0.112162
1316	99.9171	0.082936
1317	99.9721	0.0278524
1318	99.5785	0.421499
1319	99.9635	0.0365311
1320	99.9723	0.0276677
1321	99.9859	0.0141231
1322	99.9801	0.0198932
1323	99.9705	0.0294982
1324	99.9567	0.0433408
1325	99.9554	0.0445567
1326	99.9672	0.0328146
1327	99.8496	0.150388
1328	99.9637	0.0362542
1329	99.9536	0.0464279
1330	99.9549	0.045132
1331	99.8101	0.189928
1332	99.919	0.0810062
1333	99.9611	0.038948
1334	99.8714	0.128582
1335	99.9448	0.0551875
1336	99.8822	0.117794
1337	99.8792	0.120791
1338	99.9327	0.0672732
1339	99.9272	0.0727598
1340	99.9278	0.0721785
1341	99.9152	0.0848316
1342	99.9497	0.0503401
1343	99.922	0.0779733
1344	99.9579	0.0420887
1345	99.9801	0.0199288
1346	99.738	0.261965
1347	99.7669	0.233077
1348	99.7353	0.264679
1349	99.8276	0.17238
1350	99.7021	0.297901
1351	99.8608	0.139204
1352	99.9083	0.0916697
1353	99.6549	0.345071
1354	99.7226	0.277386
1355	99.9309	0.0690873
1356	99.8338	0.166236
1357	99.6954	0.304608
1358	99.9233	0.0767137
1359	99.958	0.0420435
1360	99.6917	0.308326
1361	99.8226	0.177358
1362	99.8854	0.114583
1363	99.9146	0.0853554
1364	99.9618	0.0382283
1365	99.9558	0.0442029
1366	99.9292	0.0707591
1367	99.9064	0.0936465
1368	99.9734	0.0266156
1369	99.9624	0.0376025
1370	99.9164	0.0836436
1371	99.8542	0.145774
1372	99.9117	0.0882617
1373	99.9833	0.0166739
1374	99.9444	0.0556183
1375	99.9588	0.0411985
1376	99.4565	0.543475
1377	99.3259	0.674103
1378	99.2766	0.723353
1379	98.6152	1.3848
1380	98.6597	1.34027
1381	99.6727	0.327267
1382	99.5107	0.489338
1383	99.9072	0.0928406
1384	99.878	0.121979
1385	99.1483	0.851704
1386	99.5985	0.40148
1387	99.5606	0.439374
1388	99.534	0.466013
1389	99.6702	0.329801
1390	99.8801	0.11988
1391	99.9357	0.0643251
1392	99.885	0.114985
1393	99.9609	0.039068
1394	99.855	0.145013
1395	99.8855	0.114548
1396	99.915	0.084989
1397	99.9073	0.0927124
1398	99.8986	0.101365
1399	99.9324	0.0675677
1400	98.7745	1.22554
1401	99.8492	0.150784
1402	99.9033	0.096662
1403	99.9296	0.0704439
1404	99.9117	0.0883299
1405	99.9229	0.0770809
1406	99.9054	0.0946149
1407	99.8881	0.111948
1408	99.8395	0.160492
1409	99.8307	0.16934
1410	99.9225	0.0774542
1411	99.7483	0.251713
1412	99.9146	0.0853924
1413	99.8658	0.134245
1414	99.8357	0.164263
1415	99.9088	0.0911555
1416	99.9631	0.0368982
1417	99.9562	0.0438032
1418	99.9489	0.0511367
1419	99.8471	0.152894
1420	99.8617	0.138269
1421	99.9274	0.0726008
1422	99.7962	0.203806
1423	99.9515	0.048536
1424	99.7965	0.203543
1425	99.8951	0.10491
1426	99.9591	0.0409388
1427	99.9417	0.0582581
1428	99.9599	0.0400745
1429	99.9744	0.0256429
1430	99.9651	0.0348723
1431	99.9873	0.0127094
1432	99.969	0.0309773
1433	99.9759	0.0241476
1434	99.9702	0.0297998
1435	99.9677	0.0322647
1436	99.9723	0.0277258
1437	99.9831	0.0169394
1438	99.9913	0.00873766
1439	99.9765	0.0234875
1440	99.9624	0.0375646
1441	99.9239	0.0760688
1442	99.9412	0.0588433
1443	99.9351	0.0648533
1444	99.9098	0.090213
1445	99.9648	0.0352237
1446	99.9536	0.0463979
1447	99.9129	0.0871107
1448	99.964	0.036006
1449	99.9605	0.0394794
1450	99.9645	0.0354768
1451	99.9771	0.0228577
1452	99.9554	0.0446139
1453	99.8841	0.11592
1454	99.9702	0.0298442
1455	99.9519	0.0481429
1456	99.8948	0.105248
1457	99.8204	0.179646
1458	99.8924	0.107587
1459	99.909	0.090955
1460	99.8665	0.133463
1461	99.9336	0.0663767
1462	99.9785	0.0214718
1463	99.9171	0.0828869
1464	99.9799	0.0201154
1465	99.8956	0.104442
1466	99.9455	0.0545239
1467	99.9313	0.0686646
1468	99.9229	0.077143
1469	99.9603	0.0397174
1470	99.8873	0.112665
1471	99.9191	0.0808912
1472	99.9515	0.0485004
1473	99.9409	0.0590974
1474	99.9263	0.0737136
1475	99.9591	0.0408838
1476	99.9269	0.0731011
1477	99.9067	0.0933123
1478	99.9252	0.0747911
1479	99.8922	0.107756
1480	99.9324	0.067635
1481	99.8674	0.132588
1482	99.9316	0.0683843
1483	99.8442	0.155841
1484	99.9436	0.0564024
1485	99.9568	0.0431608
1486	99.9357	0.0643392
1487	99.9517	0.0482698
1488	99.945	0.0549841
1489	99.8789	0.121073
1490	99.9098	0.0901932
1491	99.8788	0.12119
1492	99.9497	0.0502985
1493	99.8877	0.112308
1494	99.9656	0.0344484
1495	99.9446	0.0554223
1496	99.7364	0.263587
1497	99.9178	0.0821602
1498	99.7425	0.25755
1499	99.7562	0.243795
1500	99.8738	0.126239
1501	99.9	0.100001
1502	99.8993	0.100745
1503	99.9251	0.0749454
1504	99.9577	0.0423384
1505	99.9531	0.0468537
1506	99.8997	0.100252
1507	99.9793	0.0207433
1508	99.9367	0.0632598
1509	99.969	0.0309589
1510	99.9374	0.0626093
1511	99.9816	0.0184172
1512	99.9828	0.0172049
1513	99.9878	0.0122195
1514	99.9916	0.0083647
1515	99.9749	0.0250827
1516	99.9789	0.021061
1517	99.9792	0.0208381
1518	99.956	0.0439788
1519	99.9585	0.0415324
1520	99.9208	0.0792317
1521	99.8913	0.108673
1522	99.8131	0.186873
1523	99.9343	0.0657049
1524	99.9757	0.024255
1525	99.9737	0.0263069
1526	99.9419	0.0581384
1527	99.9366	0.063403
1528	99.982	0.0179676
1529	99.9619	0.0380606
1530	99.9877	0.0123021
1531	99.9304	0.0696347
1532	99.9725	0.0275087
1533	99.7833	0.216651
1534	99.8682	0.131803
1535	99.9259	0.0740826
1536	99.9241	0.0758561
1537	99.77	0.229998
1538	99.8579	0.142103
1539	99.8479	0.152054
1540	99.9155	0.0844988
1541	99.5968	0.403197
1542	99.9373	0.0626741
1543	99.5248	0.475194
1544	99.933	0.0670291
1545	99.8087	0.191274
1546	99.5471	0.452867
1547	99.9536	0.0463557
1548	99.8752	0.12477
1549	99.8031	0.196892
1550	99.9579	0.0420951
1551	99.9265	0.0734558
1552	99.8007	0.199347
1553	99.9661	0.0339174
1554	99.764	0.236028
1555	99.7194	0.280583
1556	99.8735	0.126514
1557	99.8961	0.10387
1558	99.7628	0.237216
1559	99.9092	0.0907587
1560	99.9366	0.063437
1561	99.9568	0.0432103
1562	99.7207	0.279328
1563	99.8076	0.192447
1564	99.8051	0.194881
1565	99.988	0.0120136
1566	99.8965	0.103504
1567	99.9207	0.0793288
1568	99.8964	0.103611
1569	99.9268	0.0731526
1570	99.4192	0.580776
1571	99.95	0.049991
1572	99.5622	0.437807
1573	99.8699	0.130067
1574	99.924	0.0759717
1575	99.96	0.0399893
1576	99.2653	0.734662
1577	99.7816	0.218436
1578	99.8999	0.100065
1579	99.9614	0.0386353
1580	99.7458	0.254231
1581	99.9772	0.0227552
1582	99.9622	0.0378289
1583	99.1708	0.829208
1584	99.8265	0.173497
1585	99.6593	0.34065
1586	99.7775	0.222544
1587	99.9678	0.0322339
1588	99.835	0.165037
1589	99.9592	0.0407874
1590	99.2375	0.762523
1591	99.5027	0.497317
1592	99.2673	0.732732
1593	99.0282	0.971786
1594	99.2605	0.739546
1595	99.486	0.514029
1596	99.0665	0.933546
1597	99.834	0.165979
1598	99.8742	0.125795
1599	99.7466	0.253449
1600	99.8401	0.159914
1601	99.8846	0.115422
1602	99.9678	0.03222
1603	99.9675	0.0325359
1604	99.9712	0.0287906
1605	99.964	0.035977
1606	99.9673	0.0326822
1607	99.919	0.0810402
1608	99.9648	0.0352367
1609	99.3181	0.681894
1610	99.6632	0.33676
1611	99.8207	0.179311
1612	99.9548	0.045244
1613	99.8576	0.142357
1614	99.8771	0.122881
1615	99.8142	0.185761
1616	99.4638	0.536238
1617	99.5176	0.482433
1618	99.7077	0.292259
1619	99.7911	0.208925
1620	99.936	0.0639667
1621	99.9475	0.0525116
1622	99.6687	0.331281
1623	99.7389	0.26107
1624	99.921	0.078969
1625	94.9198	5.08023
1626	99.7648	0.23522
1627	99.9684	0.031574
1628	99.9617	0.0383173
1629	99.9713	0.0286662
1630	99.9172	0.0827915
1631	99.6953	0.304653
1632	99.816	0.184028
1633	99.9368	0.0632451
1634	99.9403	0.0597236
1635	99.9371	0.0628721
1636	99.9473	0.0527359
1637	99.9635	0.0364621
1638	99.9333	0.0667191
1639	99.8482	0.151805
1640	99.1467	0.853294
1641	99.947	0.053
1642	99.8844	0.115568
1643	99.7416	0.2584
1644	99.9383	0.0616716
1645	99.7528	0.247236
1646	99.2719	0.728136
1647	99.9467	0.0533147
1648	99.9638	0.0362291
1649	99.9484	0.0516349
1650	99.8864	0.113551
1651	99.7832	0.21677
1652	99.9015	0.0985058
1653	99.7373	0.262706
1654	99.8557	0.144275
1655	99.9332	0.0667972
1656	99.7679	0.232133
1657	99.9051	0.0949313
1658	99.826	0.173964
1659	99.968	0.0320169
1660	99.9782	0.0218015
1661	99.9439	0.0560725
1662	99.9632	0.0367587
1663	99.8855	0.114512
1664	99.9546	0.045377
1665	99.9711	0.0288742
1666	99.9557	0.0442528
1667	99.9511	0.0488525
1668	99.9272	0.0727839
1669	99.8419	0.158142
1670	99.9409	0.0590991
1671	99.9424	0.0575914
1672	99.9078	0.0921819
1673	99.9159	0.0840881
1674	99.8733	0.126716
1675	99.9533	0.046741
1676	99.9667	0.0333245
1677	99.9501	0.0498948
1678	99.9051	0.0949036
1679	99.9605	0.039455
1680	99.8728	0.127214
1681	99.9523	0.047721
1682	99.8723	0.127713
1683	99.9693	0.0307213
1684	99.9327	0.0673299
1685	99.8923	0.107664
1686	99.9541	0.0458591
1687	99.8955	0.104509
1688	99.9351	0.0648884
1689	99.936	0.0640315
1690	99.8204	0.179561
1691	99.913	0.0870476
1692	99.6654	0.334626
1693	99.9394	0.0606159
1694	99.9521	0.0478585
1695	99.9188	0.0811842
1696	99.9809	0.0191334
1697	99.9641	0.0358885
1698	99.947	0.0529991
1699	99.8785	0.121507
1700	99.9391	0.0609498
1701	99.9503	0.0496763
1702	99.8499	0.150134
1703	99.8897	0.110329
1704	99.9629	0.0370752
1705	99.8032	0.196812
1706	99.8389	0.161134
1707	99.6629	0.337139
1708	99.8498	0.150213
1709	99.9041	0.095856
1710	99.7241	0.275903
1711	99.9379	0.0621081
1712	99.923	0.077007
1713	99.9723	0.0276892
1714	99.8559	0.14409
1715	99.9486	0.0514005
1716	99.936	0.0640468
1717	99.9441	0.0558732
1718	99.9737	0.0263169
1719	99.9666	0.0334154
1720	99.9434	0.0566223
1721	99.7528	0.247162
1722	99.9535	0.0465008
1723	99.9742	0.0257954
1724	99.9552	0.0447788
1725	99.8891	0.110924
1726	99.8833	0.116682
1727	99.8776	0.122386
1728	99.994	0.0060196
1729	99.9918	0.00822733
1730	99.9798	0.0201561
1731	99.9644	0.0355567
1732	99.9925	0.00748634
1733	99.9914	0.00857615
1734	99.9882	0.0117688
1735	99.9716	0.0283532
1736	99.9726	0.0274195
1737	99.9276	0.0724032
1738	99.8904	0.109628
1739	99.9422	0.0577877
1740	99.4314	0.568581
1741	98.7619	1.23814
1742	99.7091	0.290923
1743	99.9384	0.0616073
1744	99.1271	0.87294
1745	99.898	0.102002
1746	99.8617	0.138302
1747	99.9521	0.0479308
1748	99.926	0.0740485
1749	99.9614	0.0385611
1750	99.9688	0.0311734
1751	99.9795	0.0205065
1752	99.9578	0.0422146
1753	99.8309	0.169117
1754	99.9603	0.0397117
1755	99.9015	0.098458
1756	99.8288	0.171237
1757	99.5889	0.411126
1758	99.704	0.295974
1759	99.7578	0.242202
1760	99.8432	0.156764
1761	99.837	0.163027
1762	99.7304	0.269575
1763	99.7335	0.266482
1764	99.9035	0.0964832
1765	99.6572	0.342758
1766	99.8233	0.176701
1767	99.8723	0.12768
1768	99.6979	0.302082
1769	99.9093	0.0906587
1770	99.8484	0.151606
1771	99.8997	0.100295
1772	99.6798	0.320216
1773	99.734	0.265951
1774	99.935	0.0649731
1775	99.9531	0.0468996
1776	99.9689	0.0310559
1777	99.9793	0.0206878
1778	99.9521	0.0479353
1779	99.9404	0.0596098
1780	99.9105	0.0895291
1781	99.9736	0.0263996
1782	99.9467	0.0533112
1783	99.8703	0.129749
1784	99.9093	0.0907063
1785	99.8432	0.15677
1786	99.8856	0.114429
1787	99.698	0.30195
1788	99.9658	0.0341923
1789	99.9654	0.0345613
1790	99.9601	0.0398992
1791	99.9872	0.0127644
1792	99.941	0.0589904
1793	99.9005	0.0994825
1794	99.926	0.0740452
1795	99.7369	0.26313
1796	99.0518	0.948173
1797	99.8765	0.123522
1798	99.1131	0.886879
1799	99.2547	0.745327
1800	99.5005	0.499506
1801	99.3917	0.608305
1802	99.4463	0.553725
1803	99.9605	0.0395405
1804	99.9599	0.0400689
1805	99.831	0.16896
1806	99.8656	0.134446
1807	99.9272	0.0727924
1808	99.9858	0.0142043
1809	99.9671	0.0328532
1810	99.8544	0.145619
1811	99.849	0.151014
1812	99.9486	0.05145
1813	99.9617	0.0382573
1814	99.9776	0.0223541
1815	99.9352	0.0648243
1816	99.71	0.289971
1817	99.9638	0.036173
1818	99.9438	0.0561959
1819	99.9083	0.0917024
1820	99.9448	0.0551833
1821	99.9239	0.0761109
1822	99.9382	0.0617736
1823	99.9769	0.0230792
1824	99.9514	0.0486126
1825	99.9108	0.0892196
1826	99.9096	0.0904012
1827	99.9108	0.0892101
1828	99.9129	0.0870554
1829	99.9114	0.0885685
1830	99.9442	0.0558339
1831	99.9034	0.0966201
1832	99.9371	0.0628594
1833	99.9001	0.0999458
1834	99.9333	0.0667498
1835	99.8288	0.171156
1836	99.9082	0.0918352
1837	99.8852	0.114812
1838	99.9538	0.0462388
1839	99.9399	0.0600734
1840	99.9127	0.0873452
1841	99.9713	0.0286628
1842	99.9827	0.01733
1843	99.9631	0.0369187
1844	99.9771	0.0228947
1845	99.9611	0.0389298
1846	99.9771	0.022931
1847	99.9667	0.0333246
1848	99.9765	0.0235135
1849	99.9644	0.0355686
1850	99.9768	0.0232058
1851	99.975	0.0249807
1852	99.9839	0.0161233
1853	99.9707	0.0293039
1854	99.9286	0.0714329
1855	99.9292	0.0707765
1856	99.9346	0.0654168
1857	99.9488	0.0512166
1858	99.9541	0.0458986
1859	99.8362	0.163836
1860	99.8877	0.112277
1861	99.6746	0.325448
1862	99.787	0.213044
1863	99.7616	0.23837
1864	99.8726	0.127441
1865	99.886	0.113999
1866	99.9464	0.0536155
1867	99.9574	0.0425697
1868	99.932	0.0679697
1869	99.7117	0.288285
1870	99.6746	0.325439
1871	99.73	0.269989
1872	99.8539	0.146096
1873	99.7757	0.224317
1874	99.8582	0.141824
1875	99.9266	0.073351
1876	99.9044	0.0956121
1877	99.866	0.134038
1878	99.8812	0.118813
1879	99.3085	0.691491
1880	99.8518	0.148227
1881	99.967	0.0330357
1882	99.9669	0.0330704
1883	99.9582	0.0417694
1884	99.9603	0.0397392
1885	99.5948	0.405178
1886	99.4097	0.590268
1887	99.5317	0.468335
1888	99.59	0.409952
1889	99.608	0.392008
1890	99.3745	0.625469
1891	99.4684	0.531553
1892	99.5676	0.432396
1893	99.7324	0.267646
1894	99.7668	0.233215
1895	99.2071	0.79295
1896	99.3072	0.692753
1897	99.4977	0.502307
1898	99.5318	0.468248
1899	99.902	0.0979516
1900	99.8523	0.147748
1901	99.9268	0.0732109
1902	99.6756	0.324391
1903	99.5171	0.482856
1904	99.738	0.262006
1905	99.9414	0.0586248
1906	99.9004	0.0995615
1907	99.739	0.261049
1908	99.7344	0.265563
1909	99.7704	0.229565
1910	99.7639	0.236083
1911	99.9366	0.0634187
1912	99.908	0.0919888
1913	99.9613	0.038747
1914	99.9295	0.0704938
1915	99.9135	0.0865009
1916	99.9179	0.0820501
1917	99.8691	0.130869
1918	99.9359	0.0640501
1919	99.9582	0.0418126
1920	99.963	0.0370156
1921	99.9417	0.058342
1922	99.9389	0.0611213
1923	99.9584	0.0415927
1924	99.9701	0.0299184
1925	99.9791	0.0209381
1926	99.9677	0.0322663
1927	99.8536	0.146431
1928	99.9325	0.0674637
1929	99.8368	0.163188
1930	99.6101	0.38987
1931	99.7845	0.215499
1932	99.7361	0.263883
1933	99.729	0.270985
1934	99.4518	0.5482
1935	99.9273	0.0726764
1936	99.9044	0.0955803
1937	99.9406	0.0593933
1938	99.726	0.273956
1939	99.8787	0.121319
1940	99.842	0.157993
1941	99.6666	0.333433
1942	99.6465	0.353517
1943	99.9358	0.0642286
1944	99.9488	0.0512497
1945	99.8294	0.170621
1946	99.4625	0.537536
1947	99.7286	0.271436
1948	99.8491	0.150911
1949	99.8011	0.198895
1950	99.7985	0.20152
1951	99.9063	0.0936714
1952	99.855	0.144998
1953	99.8471	0.152893
1954	99.8165	0.183522
1955	99.6428	0.357213
1956	98.6922	1.30779
1957	98.9983	1.0017
1958	99.9779	0.0221002
1959	99.929	0.070994
1960	99.9073	0.0927357
1961	99.9238	0.076176
1962	99.7945	0.205524
1963	99.8195	0.180459
1964	99.863	0.136954
1965	99.8556	0.14442
1966	99.8549	0.145127
1967	99.8644	0.135568
1968	99.9311	0.0688712
1969	99.8833	0.116717
1970	99.9082	0.0918452
1971	99.9622	0.0378445
1972	99.9672	0.0327989
1973	99.4209	0.579109
1974	99.9454	0.0546118
1975	99.9305	0.0694879
1976	99.6351	0.36489
1977	99.7113	0.288714
1978	99.9053	0.0946734
1979	99.8696	0.130436
1980	99.806	0.194028
1981	99.8058	0.19417
1982	99.9214	0.0786119
1983	99.9179	0.0821365
1984	99.709	0.290985
1985	99.942	0.0580485
1986	99.6381	0.361915
1987	99.9403	0.0596765
1988	99.9201	0.0798887
1989	99.9305	0.0694519
1990	99.7623	0.237679
1991	99.5873	0.412739
1992	99.8073	0.192675
1993	99.8716	0.128416
1994	99.8956	0.104436
1995	99.9367	0.0633296
1996	99.7153	0.284682
1997	99.0938	0.906173
1998	98.5675	1.4325
1999	98.3498	1.65019
2000	99.5498	0.450202
2001	99.7842	0.215806
2002	99.779	0.220951
2003	99.8142	0.185842
2004	99.7657	0.234343
2005	99.8282	0.171845
2006	99.8975	0.102532
2007	99.7416	0.25838
2008	99.5472	0.452845
2009	99.9333	0.0666568
2010	99.9408	0.0592077
2011	99.864	0.136024
2012	99.8354	0.16465
2013	99.9529	0.0470937
2014	99.8793	0.120658
2015	99.8508	0.149157
2016	99.8973	0.102711
2017	99.9597	0.0402711
2018	99.7686	0.231407
2019	99.5745	0.425507
2020	99.8128	0.187224
2021	99.6193	0.380743
2022	99.5248	0.475179
2023	99.7522	0.247786
2024	99.7641	0.235893
2025	99.8176	0.182363
2026	99.9105	0.089471
2027	99.9617	0.0383085
2028	99.2987	0.701261
2029	99.7331	0.266948
2030	99.7485	0.251499
2031	99.6601	0.339908
2032	99.4972	0.50278
2033	99.629	0.371015
2034	99.8427	0.157329
2035	99.7127	0.287321
2036	99.6031	0.396902
2037	99.3327	0.667346
2038	99.7776	0.222386
2039	99.9063	0.0936845
2040	99.4672	0.53276
2041	99.5991	0.400917
2042	99.8927	0.107306
2043	99.9045	0.0954742
2044	99.5659	0.434053
2045	99.5371	0.462921
2046	99.8322	0.16778
2047	99.843	0.156951
2048	99.8541	0.145938
2049	99.9154	0.0846232
2050	99.9724	0.0275786
2051	99.8475	0.152452
2052	99.8779	0.122113
2053	99.9365	0.0634566
2054	99.8311	0.168944
2055	99.6565	0.343508
2056	99.7402	0.259845
2057	99.8538	0.146219
2058	99.8409	0.159076
2059	99.9266	0.0734107
2060	99.7664	0.233602
2061	99.9041	0.0959271
2062	99.9112	0.0888304
2063	99.6881	0.311916
2064	99.9145	0.0855409
2065	99.928	0.0719998
2066	99.9366	0.0633524
2067	99.9202	0.0797594
2068	99.9085	0.0915231
2069	99.8724	0.127633
2070	99.7132	0.286769
2071	99.7869	0.213097
2072	99.9119	0.0880901
2073	99.8891	0.110926
2074	99.9349	0.0650826
2075	99.8922	0.107828
2076	99.9287	0.0712935
2077	99.9237	0.0763005
2078	99.9266	0.0733688
2079	99.8351	0.164875
2080	99.9485	0.0514835
2081	99.9332	0.0667576
2082	99.9247	0.0753359
2083	99.8601	0.139897
2084	99.9497	0.0502857
2085	99.8143	0.185714
2086	99.4417	0.558272
2087	99.8935	0.106466
2088	99.9398	0.060228
2089	99.9284	0.0715878
2090	99.8113	0.188743
2091	99.9031	0.096891
2092	99.9088	0.0911841
2093	99.8048	0.195238
2094	99.8055	0.1945
2095	99.768	0.231974
2096	99.66	0.339992
2097	99.9876	0.0123675
2098	99.8542	0.145801
2099	99.7365	0.263543
2100	99.9481	0.0519271
2101	99.9195	0.080513
2102	99.9456	0.0543552
2103	99.9942	0.00580571
2104	99.9977	0.00233304
2105	99.9566	0.0433645
2106	99.8748	0.125215
2107	99.8948	0.105212
2108	99.6902	0.309833
2109	99.9183	0.0817182
2110	99.8876	0.11245
2111	99.9692	0.0308393
2112	99.8828	0.117216
2113	99.8834	0.116616
2114	99.6578	0.342245
2115	99.8868	0.113201
2116	99.7572	0.242842
2117	99.92	0.0800422
2118	99.9292	0.0708206
2119	99.7292	0.27079
2120	99.8063	0.193671
2121	99.8606	0.139354
2122	99.9312	0.0688143
2123	99.9373	0.0627247
2124	99.9552	0.0448089
2125	99.9341	0.0658624
2126	99.9105	0.089479
2127	99.9761	0.0238508
2128	99.9295	0.0705403
2129	99.9436	0.0564103
2130	99.9404	0.0596062
2131	99.9509	0.0491317
2132	99.8789	0.121117
2133	99.859	0.141016
2134	99.9542	0.0457968
2135	99.9692	0.0307711
2136	99.9621	0.0378706
2137	99.9305	0.069467
2138	99.9681	0.0318609
2139	99.949	0.0510179
2140	99.9409	0.0591395
2141	99.9068	0.0932347
2142	99.8471	0.152938
2143	99.8762	0.123772
2144	99.9335	0.0664593
2145	99.9436	0.0564213
2146	99.9582	0.0417592
2147	99.8477	0.152283
2148	99.5949	0.405094
2149	99.7677	0.232295
2150	99.827	0.173003
2151	99.4944	0.505621
2152	99.7767	0.22328
2153	99.8098	0.19018
2154	99.8862	0.113829
2155	99.8967	0.103295
2156	99.8217	0.178265
2157	99.7264	0.273615
2158	99.5964	0.40359
2159	99.6615	0.338506
2160	99.9065	0.0934721
2161	99.9256	0.0743737
2162	99.9295	0.0705468
2163	99.859	0.140969
2164	99.7682	0.231789
2165	99.648	0.351996
2166	99.7625	0.237524
2167	99.8783	0.121731
2168	99.7797	0.220304
2169	99.7089	0.291109
2170	99.5073	0.49274
2171	99.5369	0.463069
